N,pregr,grasp,postg,place,cptrT,

3,9.211,8.099,4.089,8.391,3.318
4,8.611,8.162,4.077,8.617,2.491
5,8.491,8.134,4.094,7.892,2.491
1,5.458,2.248,1.048,7.499,3.470
2,11.263,2.213,1.083,7.814,3.109
3,7.958,2.179,1.113,7.240,4.584
4,4.925,2.257,1.047,6.762,4.234
1,6.248,2.148,1.051,8.137,5.625
1,7.992,2.177,1.049,6.920,3.495
1,5.397,2.186,1.112,5.576,3.032
1,7.095,2.252,1.077,6.760,4.272
2,6.400,2.306,1.077,5.861,3.027
3,9.754,2.077,1.015,8.200,5.640
4,6.858,2.116,0.984,5.255,2.950
5,7.111,2.086,0.991,6.300,3.868
6,7.453,2.183,1.023,6.568,2.503
7,4.738,2.172,0.991,6.182,3.654
8,7.405,2.216,1.049,7.176,3.783
9,6.065,2.074,1.085,6.825,4.534
10,8.311,2.110,1.019,8.016,5.359
11,5.906,2.202,1.086,5.745,3.249
12,4.380,2.178,1.081,5.577,2.634
13,7.597,2.038,1.080,5.545,2.518
14,6.636,2.177,1.018,8.425,2.567
1,4.859,2.206,1.080,6.345,3.784
2,8.950,2.241,1.207,6.408,3.653
3,7.082,2.300,1.055,7.624,4.810
4,5.749,2.334,1.155,5.640,3.341
5,6.253,2.049,1.022,8.265,5.830
1,3.667,2.412,1.208,4.905,2.567
2,3.884,2.119,1.081,4.327,2.471
3,4.294,2.213,1.051,4.167,2.471
4,4.623,2.116,1.051,4.552,2.472
5,4.141,2.144,1.083,4.552,2.483
6,2.941,2.255,1.165,3.941,2.482
7,4.007,2.283,1.144,3.912,2.487
8,3.985,2.179,1.016,3.816,2.472
9,4.354,2.057,0.983,4.454,2.468
10,4.154,2.116,1.050,4.167,2.471
11,4.541,2.300,1.149,4.136,2.471
12,2.694,2.075,1.024,3.912,2.479
13,3.726,2.155,1.151,5.414,3.637
14,4.615,2.257,1.069,4.811,3.043
1,2.781,2.002,0.788,4.259,3.056
2,3.837,1.956,0.760,5.348,3.012
3,2.728,1.915,0.734,4.868,3.065
4,3.881,1.896,0.660,5.988,3.054
5,4.607,1.823,0.766,5.059,3.052
1,3.115,1.879,0.672,5.224,3.201
2,2.560,1.820,0.735,4.581,3.266
3,5.008,1.952,0.672,4.261,3.039
1,3.014,1.881,0.672,4.579,3.052
2,2.505,1.862,0.661,4.358,3.024
3,4.276,1.851,0.735,5.221,3.016
1,4.125,2.304,1.053,6.089,2.501
1,3.717,2.238,1.146,4.743,2.769
2,4.642,2.302,1.145,4.521,2.760
1,5.273,2.399,1.241,4.680,2.609
2,6.041,2.140,0.987,5.288,3.303
1,2.784,2.236,1.055,4.784,2.991
1,3.454,2.206,1.086,5.399,3.734
1,5.003,2.238,1.049,3.848,2.504
2,4.065,2.315,1.261,5.320,2.471
1,3.718,2.332,1.118,4.616,2.526
2,3.192,2.244,1.174,4.476,2.488
3,4.266,2.425,1.151,5.877,3.444
4,3.377,2.433,1.150,5.322,2.910
5,4.379,2.275,1.144,4.422,2.629
1,3.648,2.212,1.114,6.408,2.489
2,5.030,2.238,1.087,4.583,2.823
3,4.035,2.248,1.145,4.860,2.571
4,4.929,2.211,1.079,6.729,2.494
5,5.033,2.227,1.068,4.967,3.237
6,3.624,2.340,1.144,5.192,2.491
7,3.279,2.215,1.144,4.104,2.472
8,3.994,2.217,1.049,4.999,2.919
9,4.211,2.149,1.024,5.093,3.429
10,4.981,2.402,1.211,5.317,2.534
11,5.197,2.278,1.145,5.000,2.471
12,5.208,2.149,1.046,5.000,2.489
13,3.723,2.244,1.179,4.550,2.533
14,4.254,2.149,1.081,4.136,2.472
15,4.344,2.223,1.166,4.296,2.504
16,4.015,2.198,1.113,4.808,2.472
17,5.122,2.273,1.118,4.839,2.983
18,4.952,2.116,1.049,4.840,2.888
19,5.089,2.307,1.045,4.807,2.949
20,3.329,2.180,1.207,4.168,2.471
21,4.448,2.305,1.119,5.194,2.922
22,4.843,2.305,1.112,4.552,2.479
23,5.170,2.106,1.120,6.377,2.472
24,3.427,2.149,1.079,4.360,2.532
25,5.192,2.167,1.059,5.766,2.502
26,4.288,2.169,1.079,5.191,2.472
27,3.728,2.136,1.060,5.192,2.475
28,6.145,2.176,0.989,7.595,3.112
29,4.382,2.219,1.076,4.906,3.179
30,4.731,2.304,1.144,4.552,2.567
31,4.450,2.110,1.052,5.193,2.471
32,4.622,2.213,0.983,5.196,3.212
33,3.960,2.242,1.079,4.610,2.536
34,5.657,2.169,1.078,4.360,2.505
35,3.033,2.183,0.928,5.508,3.012
36,5.227,2.176,1.049,4.934,2.501
1,3.515,2.043,1.055,5.543,2.943
2,4.808,2.342,1.049,4.643,3.107
3,4.660,2.307,1.116,6.034,2.491
4,4.931,2.097,1.086,4.136,2.465
5,5.388,2.016,1.083,4.135,2.536
6,5.384,2.147,0.959,5.408,3.104
7,4.936,2.180,1.117,4.553,2.904
8,4.531,2.092,1.111,4.583,2.921
9,2.904,2.142,1.150,6.381,4.736
10,4.822,2.048,1.023,5.929,2.502
11,4.469,2.145,1.058,4.294,2.541
12,3.842,2.135,1.027,4.072,2.471
13,4.476,2.119,1.049,4.068,2.532
14,4.027,2.181,1.114,4.998,2.520
15,3.832,2.139,1.092,4.455,2.520
16,4.946,2.242,1.050,4.680,2.608
17,4.918,2.214,0.991,4.264,2.494
18,4.680,2.236,1.083,4.529,2.993
19,4.253,2.371,1.159,4.552,2.497
20,3.738,2.095,1.120,5.481,2.503
21,5.427,2.211,1.115,4.712,2.856
22,3.199,2.157,1.058,4.232,2.690
1,3.771,2.337,1.151,6.153,3.016
2,4.809,2.315,1.077,5.545,3.017
3,4.781,2.279,1.080,4.586,2.949
4,4.409,2.336,1.151,5.738,2.957
5,4.833,2.326,1.162,5.416,3.028
6,4.581,2.366,1.150,4.770,2.912
7,4.843,2.337,1.151,6.187,3.011
1,3.043,2.200,1.063,5.224,3.144
2,4.210,2.181,1.019,4.411,2.492
3,5.034,2.241,1.143,4.360,2.503
4,4.663,2.081,1.047,4.424,2.472
5,5.325,2.236,1.088,5.447,3.462
6,4.518,2.206,1.049,4.488,2.852
7,4.389,2.135,1.058,4.540,2.491
8,4.521,2.106,0.991,5.068,3.082
9,4.660,2.118,1.048,5.513,2.479
1,5.440,1.479,0.978,4.775,3.015
2,8.316,2.104,1.110,4.040,2.343
3,5.035,2.203,0.991,4.847,3.210
4,5.064,2.130,0.938,5.188,3.267
5,5.343,2.143,1.050,5.898,2.377
6,4.451,2.128,0.938,4.877,2.892
7,4.224,2.305,1.114,4.361,2.343
8,6.117,2.156,1.080,4.103,2.567
9,5.022,2.167,1.059,4.039,2.503
10,5.085,2.432,1.180,4.231,2.631
11,4.314,2.092,1.015,4.104,2.344
12,4.576,2.079,1.082,4.168,2.369
13,5.420,2.150,0.985,3.815,2.480
14,4.174,2.077,1.116,4.230,2.577
15,5.770,2.241,1.083,3.718,2.342
1,3.013,2.177,1.112,4.584,2.696
2,3.219,2.213,0.986,3.944,2.407
3,5.135,2.238,1.113,4.776,3.132
4,4.578,2.145,1.019,4.060,2.369
5,9.814,2.304,1.087,5.021,2.812
6,4.477,2.273,1.056,4.713,3.387
1,3.024,2.083,1.047,4.584,2.376
2,4.892,2.097,1.023,3.911,2.343
3,4.668,2.209,0.987,3.943,2.394
4,4.623,2.211,1.051,4.392,2.408
5,4.433,2.209,1.082,4.649,2.344
6,5.486,2.146,1.049,4.040,2.376
7,3.481,2.151,1.110,5.095,3.111
8,4.684,2.155,0.954,4.328,2.359
9,2.962,2.146,1.049,4.231,2.375
1,3.642,2.145,1.016,5.737,3.015
2,4.994,2.144,1.019,6.281,2.375
1,2.915,2.273,1.083,4.682,3.026
2,4.089,2.374,1.239,4.668,2.580
3,3.364,2.268,1.035,5.558,3.861
1,4.492,2.176,1.019,5.768,2.587
2,3.501,2.183,1.049,4.872,2.914
1,3.681,2.229,1.112,4.328,2.568
2,4.446,2.088,1.117,4.360,2.472
3,4.853,2.085,1.014,4.680,2.471
4,5.703,2.089,1.021,4.487,2.727
5,5.885,2.184,1.048,4.135,2.704
6,5.593,2.127,1.068,4.786,2.577
7,7.300,2.115,1.049,5.099,2.908
8,4.382,2.147,1.048,5.833,2.490
9,4.626,2.084,1.081,4.998,2.661
10,5.495,2.105,1.060,5.189,3.239
1,3.475,2.182,1.082,5.190,2.982
2,5.110,2.112,1.051,4.636,2.747
3,5.856,2.135,1.058,5.833,2.690
4,5.213,2.160,1.073,4.293,2.768
5,4.569,2.115,1.082,6.374,2.757
6,3.086,2.175,1.051,4.868,3.107
7,5.521,2.175,1.023,5.429,3.333
8,4.549,2.215,0.948,5.026,3.270
9,4.909,2.181,1.019,4.936,2.716
10,5.112,2.174,1.047,4.855,3.191
11,4.836,2.204,1.084,4.360,2.703
1,3.517,2.085,0.953,4.579,3.149
2,5.663,2.177,1.051,4.453,2.788
3,6.053,2.216,1.112,4.488,2.695
4,4.254,2.115,1.084,4.680,2.695
5,4.116,2.180,1.047,5.202,2.674
6,4.815,2.153,1.047,5.000,3.111
7,5.140,2.149,1.113,4.967,3.116
8,4.742,2.183,1.017,6.600,5.140
9,3.923,2.162,1.060,4.968,2.791
10,5.164,2.153,1.049,4.881,2.701
11,4.071,2.246,1.049,6.131,3.635
12,4.408,2.128,1.069,4.360,2.711
13,5.526,2.227,1.113,5.192,2.702
14,4.129,2.041,1.054,5.193,2.696
1,3.547,2.144,0.952,4.871,2.759
2,4.791,2.179,1.052,5.096,2.791
3,4.782,2.239,1.057,6.121,3.175
4,4.357,2.229,1.066,6.152,3.207
5,4.681,2.094,1.072,4.326,2.789
6,4.451,2.267,1.152,4.902,2.757
7,5.386,2.194,1.061,4.583,2.824
8,4.221,2.181,0.986,4.808,3.251
9,4.588,2.187,1.016,4.359,2.696
10,4.394,2.187,1.016,4.294,2.757
11,4.701,2.215,0.983,5.034,3.200
12,5.115,2.177,1.048,4.771,3.119
13,4.656,2.242,1.086,4.915,3.187
14,3.114,2.147,1.049,4.776,2.704
15,4.818,2.040,1.064,4.263,2.734
16,3.128,2.204,1.087,4.729,3.097
17,4.838,2.252,1.083,4.994,3.202
18,4.385,2.247,1.048,5.094,2.757
19,5.102,2.237,0.986,4.808,2.791
20,4.541,2.175,1.050,4.648,2.783
21,4.208,2.305,1.054,5.034,3.145
22,4.623,2.179,1.046,4.872,2.759
23,4.295,2.218,1.073,4.456,2.695
24,3.769,2.096,1.014,4.425,2.905
25,3.948,2.164,1.051,4.530,2.737
26,4.402,2.138,1.058,5.382,2.756
27,3.562,2.156,1.064,4.008,2.690
28,4.196,2.252,1.072,4.392,2.723
29,4.255,2.179,1.048,4.360,2.728
30,4.401,2.168,1.069,4.456,2.696
31,5.423,2.246,1.057,4.670,3.019
1,3.798,2.239,1.112,4.681,2.599
2,4.555,2.197,1.027,4.808,2.504
3,6.147,2.093,1.015,4.872,2.482
4,4.105,2.148,1.052,4.360,2.510
5,4.623,2.242,1.080,4.755,3.095
6,3.642,2.264,1.055,4.776,2.984
7,5.519,2.114,1.016,4.455,2.471
8,4.455,2.083,1.015,4.136,2.568
9,4.738,2.151,1.076,4.712,2.823
10,4.112,2.048,1.056,4.520,2.513
11,4.105,2.148,1.080,4.232,2.568
12,4.382,2.157,1.049,4.263,2.505
13,4.832,1.385,0.946,6.078,3.100
1,3.101,2.173,1.049,4.146,2.577
2,2.836,2.142,0.955,4.295,2.535
3,2.791,2.145,1.083,4.103,2.760
1,2.978,2.179,1.049,4.551,3.110
2,4.606,2.079,1.080,4.390,2.565
3,4.339,2.183,0.953,5.095,2.568
4,4.085,2.107,1.085,6.214,3.641
5,4.021,2.145,1.080,4.360,2.520
6,5.043,2.274,1.085,4.741,2.564
7,4.661,2.127,1.072,4.040,2.501
8,5.010,2.209,1.054,4.648,2.984
9,4.271,2.193,1.073,4.593,2.711
10,5.210,2.149,1.046,5.863,2.917
11,3.944,2.051,0.985,4.584,2.504
12,4.463,2.256,1.035,4.518,2.533
13,4.097,2.105,1.063,4.679,2.921
14,4.560,2.178,1.017,4.231,2.578
15,5.305,2.405,1.171,4.616,2.952
16,4.078,2.145,1.049,4.413,2.974
17,3.487,2.183,1.114,3.945,2.504
18,4.478,2.089,1.080,4.136,2.696
19,4.317,2.142,1.048,4.169,2.508
20,3.990,2.111,1.049,5.223,2.830
21,4.785,2.162,1.063,5.225,2.494
22,5.157,2.147,1.017,6.215,2.605
23,4.974,2.206,1.048,4.583,2.508
24,3.046,2.138,1.029,4.881,2.544
25,4.457,2.155,1.049,4.327,2.535
26,5.595,2.242,0.925,6.250,3.240
27,4.363,2.242,1.024,5.991,3.047
28,6.011,2.148,0.949,4.838,3.014
29,4.526,2.145,0.927,4.636,3.020
1,4.709,2.209,0.927,5.673,3.240
2,3.880,2.209,1.055,5.545,2.940
1,2.962,2.110,1.018,4.039,2.594
2,4.499,2.203,1.018,5.353,2.514
3,2.903,2.019,1.014,4.548,2.531
4,4.126,2.052,1.078,5.128,2.503
5,4.285,2.179,1.046,4.585,2.504
