N,pregr,grasp,postg,place,cptrT,

63,3.747,2.305,1.114,4.614,2.669
1,2.940,2.374,1.054,4.261,2.709
2,5.047,2.473,1.015,6.696,3.976
3,3.347,2.317,1.076,5.212,2.651
4,5.402,2.417,1.063,4.551,2.663
5,6.124,2.348,1.067,4.774,2.693
6,4.681,2.271,1.050,5.224,2.920
7,5.223,2.423,1.066,4.421,2.673
8,4.243,2.491,1.084,4.998,3.122
9,4.710,2.255,1.073,4.711,2.947
10,4.027,2.489,1.151,4.904,2.624
11,5.489,2.470,1.049,5.160,2.626
12,4.396,2.402,1.077,6.376,2.759
13,4.121,2.317,1.067,4.869,3.324
14,4.376,2.526,1.050,4.786,3.126
15,4.236,2.385,1.023,4.360,2.599
16,3.974,2.385,1.076,4.678,2.693
17,3.880,2.432,1.054,5.413,2.660
18,4.602,2.396,1.142,4.263,2.699
19,4.451,2.405,1.015,5.192,2.599
20,3.610,2.373,0.983,5.096,2.704
21,3.095,2.385,0.987,5.330,2.584
22,5.217,2.434,1.053,4.359,2.599
23,4.610,2.427,1.022,6.570,2.662
24,3.617,2.377,1.046,7.561,5.480
25,4.810,2.503,1.119,4.455,2.663
26,3.066,2.496,1.152,4.905,2.600
27,3.257,2.656,1.374,5.129,3.388
28,4.459,2.394,1.121,4.451,3.012
29,5.286,2.529,1.209,4.529,2.573
30,4.841,2.469,1.150,6.185,2.608
31,4.540,2.377,1.046,5.509,2.980
32,5.333,2.274,1.052,4.786,2.584
33,5.408,2.340,1.046,4.649,2.664
34,3.042,2.404,0.992,5.068,3.523
1,3.569,2.114,0.983,4.742,2.757
2,4.406,2.220,1.035,4.808,3.259
3,4.033,2.144,1.083,4.488,2.732
4,3.518,2.099,1.060,4.743,2.790
5,2.880,2.172,0.990,5.254,3.379
6,4.064,2.141,1.055,4.294,2.758
7,5.099,2.177,1.018,5.320,3.335
8,4.767,2.179,1.047,4.871,2.791
1,2.906,2.192,1.063,5.512,3.662
2,3.691,2.257,1.054,5.850,3.961
3,4.041,2.115,1.080,4.616,2.743
4,4.634,2.144,1.051,5.449,2.862
5,4.782,2.151,1.080,6.697,3.649
6,4.048,2.208,1.083,5.576,2.730
7,4.288,2.154,1.062,5.256,2.737
8,3.808,2.145,1.083,4.680,3.117
9,3.671,2.167,1.059,4.808,2.728
10,4.239,2.205,0.990,5.292,3.308
11,4.343,2.238,1.089,4.811,3.178
12,5.042,2.342,1.239,4.891,2.779
13,5.723,2.167,1.065,4.872,2.694
14,4.285,2.114,1.034,5.128,2.726
15,3.073,2.089,1.080,4.520,2.774
16,5.519,2.236,0.988,5.126,3.238
17,4.493,2.145,0.952,4.805,3.143
18,4.062,2.245,1.055,5.199,3.220
19,3.838,2.147,1.046,5.224,2.725
1,3.445,2.241,1.207,4.071,2.376
2,4.133,2.107,1.062,4.167,2.472
3,5.154,2.151,1.048,4.712,2.919
4,7.296,2.420,1.251,3.685,2.341
5,4.493,2.239,1.049,4.680,2.280
6,4.533,2.105,1.111,4.360,2.280
7,4.771,2.217,1.048,6.153,2.262
8,4.221,2.073,0.992,4.369,2.481
9,4.588,2.177,1.048,3.912,2.275
1,3.190,2.332,1.055,5.258,2.856
2,3.139,2.209,1.083,5.673,2.312
3,3.517,2.156,0.926,4.118,2.688
4,4.339,2.198,1.019,5.032,2.272
5,3.272,2.411,1.208,4.808,2.279
6,4.957,2.145,1.019,4.040,2.280
7,3.558,2.110,1.049,4.007,2.373
8,4.058,2.206,1.155,5.330,2.268
9,3.425,2.653,1.375,5.124,3.157
10,4.174,2.306,1.174,4.548,2.660
11,3.919,2.228,1.159,4.561,2.256
12,4.800,2.269,1.087,5.318,2.917
13,5.116,2.167,1.081,4.680,2.290
14,4.615,2.406,1.119,4.771,2.898
15,5.152,2.166,1.050,4.328,2.376
16,4.713,2.136,0.991,5.447,2.733
17,4.452,2.168,0.956,4.758,2.677
18,4.789,2.142,1.059,3.899,2.267
19,4.525,2.165,1.029,4.202,2.786
20,3.917,2.247,1.054,4.229,2.807
21,4.693,2.273,1.054,5.258,3.402
22,4.013,2.275,1.148,4.610,2.950
23,4.439,2.083,1.020,4.533,2.549
24,5.791,2.240,1.088,4.585,2.737
25,4.427,2.112,1.083,5.257,3.094
26,4.535,2.208,1.078,5.767,2.790
1,3.125,2.206,1.116,5.222,3.021
2,4.963,2.153,1.080,3.847,2.293
3,4.418,2.136,1.058,4.594,2.354
4,4.740,2.154,1.111,3.911,2.343
5,2.771,2.084,1.112,4.551,2.918
6,4.244,2.101,1.058,4.355,2.715
7,3.851,2.260,1.057,4.841,2.751
8,3.758,2.177,1.115,5.351,2.630
9,4.695,2.095,1.120,4.743,2.362
10,3.962,2.051,1.069,5.127,3.432
11,4.003,2.287,1.152,4.229,2.308
12,4.379,2.144,1.051,4.069,2.435
13,3.625,2.111,1.048,5.510,2.341
14,4.935,2.340,1.145,4.265,2.280
15,4.228,2.207,1.049,4.904,2.278
16,3.582,2.213,1.048,6.598,2.660
17,4.764,2.111,1.049,5.961,2.696
18,4.505,2.269,1.084,3.816,2.279
19,5.296,2.195,1.060,4.456,2.271
20,4.201,2.178,1.016,5.948,2.331
21,4.205,2.207,1.049,5.320,2.279
22,3.479,2.228,1.083,4.327,2.343
23,4.861,2.146,1.050,4.070,2.400
24,6.146,2.135,1.060,5.010,3.250
25,3.175,2.046,1.051,5.000,3.125
26,4.109,2.085,1.052,3.912,2.492
27,4.408,2.141,1.083,4.263,2.306
28,3.827,2.056,1.050,3.848,2.283
29,3.909,2.041,1.062,4.108,2.347
30,4.441,2.154,1.049,3.783,2.348
31,6.162,2.145,1.048,4.232,2.343
32,3.922,2.081,1.051,4.614,2.717
33,5.313,2.145,0.923,4.356,2.787
34,6.480,2.206,1.084,4.114,2.578
35,4.646,2.343,1.243,3.911,2.248
36,4.572,2.180,1.019,4.295,2.746
37,4.081,2.176,0.986,4.563,2.370
38,4.907,2.251,1.163,3.912,2.264
39,4.294,2.170,1.216,4.264,2.599
40,9.000,2.341,1.174,4.580,2.740
41,4.967,2.207,1.049,4.647,2.567
42,3.851,2.238,1.182,4.199,2.369
43,4.581,2.303,1.179,5.384,2.324
44,4.035,2.279,1.144,4.904,2.599
45,4.266,2.197,1.068,4.456,2.279
46,3.550,2.249,1.017,5.095,3.253
47,4.962,2.151,1.048,4.072,2.376
48,4.681,2.207,1.048,4.232,2.343
49,4.400,2.173,0.926,4.291,2.854
50,4.692,2.215,1.147,5.735,2.695
51,4.500,2.178,1.059,5.286,2.347
52,5.117,2.043,1.121,3.847,2.279
53,4.697,2.278,1.143,4.263,2.509
54,4.316,2.338,1.208,3.944,2.280
55,4.069,2.057,1.063,3.942,2.407
56,4.665,2.136,1.059,4.360,2.279
57,3.676,2.081,1.079,4.008,2.471
58,3.862,2.238,1.113,6.153,2.342
59,3.076,2.179,1.018,4.040,2.600
60,4.904,2.144,1.051,4.135,2.590
61,4.717,2.079,0.953,4.168,2.299
62,4.962,2.199,1.112,4.958,2.784
63,3.813,2.251,1.176,4.017,2.352
64,3.692,2.155,1.019,3.943,2.343
65,3.272,2.095,1.078,6.153,4.360
66,8.125,2.196,1.070,4.689,2.353
67,4.010,2.089,1.018,4.711,3.046
68,4.906,2.248,1.054,4.680,2.741
69,12.483,2.586,0.991,5.221,3.205
70,4.813,2.211,1.177,4.520,2.279
71,4.394,2.313,1.176,4.679,2.887
72,4.106,2.144,1.083,5.251,3.275
73,4.220,2.147,1.050,4.136,2.293
74,4.424,2.214,1.082,4.323,2.690
75,4.999,2.043,1.085,4.711,2.919
76,4.007,2.303,1.088,4.744,3.175
77,4.016,2.181,1.047,3.944,2.287
78,3.717,2.273,1.216,4.869,2.341
79,3.817,2.096,1.119,4.807,2.918
80,4.053,2.206,1.050,3.971,2.335
81,3.753,2.177,1.019,4.487,2.266
82,4.522,2.169,1.047,3.888,2.353
83,3.540,2.143,1.020,5.128,2.279
84,4.934,2.107,1.121,4.166,2.372
85,4.221,2.105,1.024,5.128,2.920
86,4.163,2.216,1.080,4.742,2.341
87,5.257,2.203,1.052,4.008,2.278
88,4.130,2.145,1.050,4.231,2.291
89,5.649,2.305,1.144,4.444,2.330
90,3.921,2.356,1.067,4.581,2.757
91,6.030,2.094,1.111,4.553,2.266
92,4.202,2.109,1.116,4.040,2.295
93,4.681,2.140,1.056,4.101,2.344
94,4.203,2.019,1.114,4.232,2.343
95,4.482,2.083,1.082,4.456,2.276
96,4.048,2.211,1.085,4.102,2.341
97,4.433,2.141,1.051,4.296,2.715
98,4.516,2.144,1.049,3.750,2.347
99,3.961,2.285,1.113,3.698,2.354
100,4.117,2.268,1.055,3.848,2.248
101,2.681,2.156,1.083,3.911,2.494
102,5.616,2.301,1.178,4.039,2.273
103,4.964,2.305,1.145,5.027,3.267
104,4.763,2.077,1.048,3.881,2.344
105,3.948,2.081,1.017,4.136,2.249
106,3.014,2.090,1.016,3.943,2.299
107,4.254,2.235,1.118,4.966,2.789
108,4.553,2.049,1.061,5.671,3.334
109,5.822,2.150,1.054,4.683,2.699
110,4.787,2.140,1.083,4.264,2.600
111,4.367,2.174,1.118,4.135,2.375
112,4.567,1.929,0.984,4.028,2.269
113,4.174,2.017,1.015,4.392,2.284
114,3.605,2.160,1.055,3.527,2.278
115,3.569,2.148,1.081,4.230,2.341
116,4.564,2.169,1.058,4.005,2.341
117,4.321,2.343,1.240,3.847,2.300
118,4.300,2.054,1.050,4.775,2.343
119,3.672,2.118,1.049,4.005,2.362
120,4.426,2.149,1.050,4.103,2.269
121,6.438,2.142,1.017,4.039,2.297
122,2.781,2.133,1.062,4.648,2.903
123,3.789,2.117,1.083,3.688,2.267
124,3.609,2.145,1.018,4.195,2.307
125,5.020,2.291,1.168,6.087,2.358
126,5.218,2.213,0.986,5.001,2.376
127,3.126,2.259,1.165,4.039,2.279
1,3.459,2.175,1.019,4.262,2.534
2,4.373,2.200,1.056,4.136,2.486
3,4.919,2.167,1.059,4.807,2.836
4,4.023,2.141,1.060,4.104,2.472
5,4.179,2.209,1.048,4.231,2.503
6,3.782,2.039,1.065,4.135,2.480
7,3.918,2.211,1.050,4.134,2.481
8,4.055,2.217,1.049,5.865,3.551
9,4.370,2.327,1.067,5.188,3.203
10,4.861,2.084,1.015,4.422,2.532
11,5.415,2.273,1.087,5.226,2.902
12,4.621,2.141,1.057,4.092,2.460
13,4.180,2.202,1.053,3.976,2.466
14,4.763,2.171,1.050,4.457,2.440
15,4.477,2.293,1.154,4.339,2.449
16,5.067,2.244,1.087,4.552,2.466
17,4.714,2.176,1.049,4.456,2.484
18,5.098,2.164,1.049,4.647,2.482
19,4.415,2.217,1.049,4.231,2.479
20,4.194,2.334,1.272,4.457,2.471
21,4.136,1.829,0.630,5.195,2.890
22,4.427,2.182,1.016,4.235,2.485
23,5.115,2.076,1.052,4.970,2.695
24,3.240,2.219,1.016,5.586,2.471
25,4.496,2.185,1.048,4.327,2.470
26,4.652,2.160,1.078,5.636,3.331
27,4.262,2.143,1.017,5.640,4.001
28,3.601,2.087,1.073,5.351,3.142
29,4.739,2.088,1.049,4.424,2.482
30,4.613,2.196,1.019,4.776,2.471
31,3.858,2.235,1.157,4.392,2.504
32,5.036,2.130,1.070,5.416,2.471
33,4.325,2.159,1.072,5.317,2.474
34,3.833,2.144,0.987,5.737,2.471
35,4.557,2.228,1.067,4.778,2.889
36,4.824,2.146,1.018,4.328,2.467
37,4.285,2.234,1.064,5.768,2.471
38,4.024,2.206,1.049,4.680,2.919
39,4.650,2.243,1.052,5.256,3.463
40,5.069,2.135,1.120,4.988,2.457
41,3.555,2.179,1.047,4.039,2.471
42,4.947,2.114,1.079,4.549,2.533
43,4.902,2.105,1.054,5.065,2.440
44,5.324,2.155,1.048,4.264,2.621
45,3.878,2.119,1.049,4.263,2.471
46,4.812,2.148,1.083,5.511,2.471
47,4.263,2.194,1.214,5.763,2.819
48,3.534,2.080,1.081,4.742,2.950
49,3.347,2.111,1.048,4.488,2.490
50,5.400,2.145,1.048,4.102,2.475
51,4.696,2.295,1.145,4.199,2.502
52,3.245,2.166,1.028,5.060,2.820
53,3.136,2.058,1.015,4.104,2.472
54,4.178,1.995,1.078,4.540,2.460
55,4.751,2.331,0.990,4.551,3.010
56,2.909,1.957,1.047,6.600,4.296
57,5.010,1.953,1.017,4.520,2.632
58,4.441,2.105,0.982,4.197,2.562
59,4.132,2.287,1.067,4.549,2.982
60,5.256,2.177,1.049,4.483,2.941
61,4.266,2.177,1.019,4.005,2.468
62,4.390,2.155,1.061,4.305,2.469
63,4.362,2.015,0.986,4.485,2.574
64,4.450,2.137,1.056,4.008,2.471
65,4.119,2.110,1.017,4.131,2.450
66,3.573,2.117,1.021,4.039,2.472
67,4.457,2.206,1.050,4.103,2.535
68,3.940,2.213,1.052,4.133,2.470
69,3.072,2.184,0.983,4.136,2.488
70,3.690,2.140,1.058,5.224,3.336
71,4.250,2.159,1.061,4.776,3.240
72,4.182,2.121,1.071,4.232,2.439
73,2.835,2.144,1.082,3.985,2.449
74,2.792,2.045,1.054,4.357,2.629
75,3.964,2.105,1.121,5.256,3.623
76,4.689,2.147,1.050,4.452,2.899
77,2.803,2.247,1.077,4.442,2.990
78,4.532,2.150,1.050,4.678,2.810
79,4.122,2.041,0.992,4.646,2.469
80,4.546,2.134,1.059,3.794,2.477
81,4.160,2.232,1.065,5.095,2.919
82,4.305,2.048,1.015,5.319,3.580
83,3.359,2.202,1.023,4.167,2.956
84,4.745,2.159,1.023,4.199,2.919
85,3.777,2.208,1.017,4.018,2.476
86,4.724,2.143,0.985,4.228,2.469
1,2.762,1.801,0.688,4.263,2.753
1,2.669,1.695,0.640,4.969,2.727
1,2.681,1.699,0.662,3.847,2.695
1,2.796,1.699,0.662,3.943,2.728
1,2.584,1.696,0.609,4.551,2.503
1,2.614,1.765,0.667,3.943,2.504
2,4.177,1.857,0.671,4.628,2.904
3,3.462,1.753,0.607,4.583,2.950
4,3.762,1.801,0.657,4.843,2.507
5,4.280,1.864,0.663,4.232,2.984
6,4.377,1.755,0.668,4.327,2.503
7,3.866,1.808,0.657,4.033,2.500
1,2.683,1.703,0.633,3.814,2.502
2,3.616,1.764,0.666,4.136,2.503
3,3.480,1.750,0.632,4.264,2.551
4,3.378,1.765,0.666,3.752,2.503
5,3.719,1.703,0.632,3.819,2.507
6,3.335,1.652,0.634,4.901,2.493
7,3.923,1.652,0.632,3.752,2.640
8,3.474,1.702,0.633,3.825,2.545
9,3.515,1.708,0.661,4.359,2.567
10,4.407,1.758,0.601,4.840,2.503
11,3.808,1.769,0.600,3.943,2.511
12,3.558,1.702,0.633,3.655,2.440
13,3.974,1.753,0.678,3.943,2.731
14,3.451,1.737,0.632,4.648,2.524
15,4.001,1.738,0.632,3.849,2.524
16,3.544,1.735,0.633,4.616,2.512
17,4.119,1.734,0.632,4.040,2.504
18,3.653,1.702,0.600,3.740,2.492
19,4.738,1.669,0.666,3.880,2.456
20,3.374,1.735,0.600,3.753,2.504
21,4.835,1.799,0.667,4.042,2.506
22,3.476,1.701,0.633,3.719,2.472
23,3.618,1.824,0.606,4.136,2.984
24,3.714,1.797,0.691,3.974,2.869
25,3.440,1.753,0.679,4.231,2.711
26,3.688,1.850,0.633,4.266,2.954
27,2.455,1.792,0.667,3.877,2.565
28,4.281,1.801,0.666,5.035,2.602
29,3.891,1.794,0.669,3.751,2.448
30,4.360,1.763,0.668,5.033,3.014
31,3.969,1.766,0.690,3.911,2.695
32,3.145,1.827,0.636,4.135,2.503
33,4.206,1.829,0.636,3.784,2.652
34,4.025,1.794,0.636,4.745,2.504
35,2.326,1.823,0.637,4.231,2.814
36,4.572,1.763,0.668,4.263,2.538
37,3.811,1.860,0.637,4.936,2.531
38,3.437,1.763,0.668,4.197,2.568
39,3.240,1.762,0.669,4.232,2.718
40,3.723,1.856,0.671,3.931,2.510
41,3.747,1.763,0.668,3.653,2.533
42,3.416,1.809,0.668,4.168,2.545
43,3.570,1.854,0.672,4.626,3.004
44,3.772,1.695,0.640,4.010,2.501
1,0.627,1.793,0.638,4.820,3.002
2,2.710,1.882,0.672,4.542,3.293
3,3.487,1.793,0.671,4.136,2.929
4,3.289,1.766,0.666,4.328,3.004
5,3.741,1.816,0.671,4.305,3.002
6,4.256,1.819,0.639,5.321,2.985
7,3.457,1.793,0.638,4.266,2.953
8,4.514,1.879,0.672,5.225,2.984
9,4.602,1.824,0.639,4.915,3.008
10,4.259,1.828,0.639,4.776,3.016
11,3.950,1.820,0.637,4.241,3.007
12,4.171,1.864,0.662,4.136,2.906
13,4.022,1.911,0.662,5.353,3.016
14,3.501,1.860,0.607,4.337,3.009
15,3.812,1.877,0.586,4.777,2.954
16,3.733,1.844,0.682,4.230,2.920
17,4.263,1.792,0.695,4.235,2.930
18,3.345,1.830,0.637,4.337,2.993
19,4.172,1.793,0.639,4.531,2.908
20,3.449,1.793,0.639,4.648,2.915
21,4.063,1.793,0.639,4.970,2.966
22,3.329,1.795,0.636,4.552,3.028
23,3.823,1.857,0.671,3.978,2.538
1,3.384,1.595,0.384,4.171,2.923
2,2.997,1.556,0.415,4.267,2.945
1,3.386,2.137,1.026,4.808,2.493
2,3.839,2.271,1.054,4.231,2.567
3,3.708,2.199,0.936,4.561,2.479
4,5.386,2.239,1.113,4.231,2.493
5,4.262,2.243,0.956,5.318,3.426
6,3.733,2.109,1.051,4.231,2.791
7,3.710,2.076,0.895,4.737,3.201
8,3.154,2.205,1.022,5.832,2.797
9,4.468,2.121,1.047,4.331,2.540
10,4.601,2.177,1.081,4.978,2.489
1,6.755,8.092,4.089,8.328,3.357
2,9.354,8.180,4.080,7.786,2.503
